Index,Label_GT,Predicted_Label,Lipschitz_Constant,Robust_Epsilon,Adv_Epsilon_AA,Adv_Epsilon_PGD
41,0,0,1.0,1.3166428,1.6116341,1.6372589
42,0,0,1.0,1.7312887,2.1263301,2.1226475
43,0,0,1.0,1.4849602,1.9469008,1.9557424
44,0,0,1.0,2.0826657,2.2281785,2.2259567
45,0,0,1.0,2.7812293,3.075276,3.085939
46,0,0,1.0,2.1402247,2.4265342,2.4260178
47,0,0,1.0,3.863497,4.1279845,4.1567492
48,0,0,1.0,1.8877015,2.114966,2.1187804
49,0,0,1.0,0.7711011,0.97387004,0.99552315
50,0,0,1.0,2.0308046,2.2882392,2.2884316
51,0,0,1.0,2.3685048,2.5310993,2.527638
52,0,0,1.0,2.026312,2.3702862,2.360589
53,0,0,1.0,1.5271479,1.7060627,1.7063305
54,0,0,1.0,2.7404115,2.9508681,2.9552171
55,0,0,1.0,3.0301855,3.1974015,3.196322
56,0,0,1.0,2.2339587,2.406362,2.4073694
57,0,0,1.0,3.2851408,3.429297,3.4312835
58,0,0,1.0,2.0100203,2.198733,2.2036536
59,0,0,1.0,2.2818825,2.6115391,2.629287
60,0,0,1.0,2.512813,2.7648473,2.7661645
61,0,0,1.0,2.8917346,3.1946344,3.1940017
62,0,0,1.0,3.5456433,3.6949534,3.692965
63,0,0,1.0,2.091895,2.4509945,2.5834484
64,0,0,1.0,3.3253417,3.6012135,3.5955348
65,0,0,1.0,2.2869403,2.6331365,2.6295917
66,0,0,1.0,1.3673183,1.7958672,1.8018327
67,0,0,1.0,3.33548,3.5285053,3.5193396
68,0,0,1.0,3.4170256,3.6443617,3.653405
69,0,0,1.0,1.5051212,1.6455648,1.6502882
70,0,0,1.0,3.3302429,3.5856657,3.5790467
71,0,0,1.0,2.8791375,3.1377475,3.1309721
72,0,0,1.0,0.7523622,0.86974025,0.8918485
73,0,0,1.0,0.76768863,1.0612313,1.1083472
74,0,0,1.0,2.3379538,2.5112252,2.5118542
75,0,0,1.0,2.9687834,3.154591,3.1514726
76,0,0,1.0,2.7902453,2.9452827,2.943533
77,0,0,1.0,2.4884112,2.6958244,2.6909654
78,0,0,1.0,2.9112425,3.1000388,3.0992408
79,0,0,1.0,2.329985,2.6217246,2.61859
80,0,0,1.0,3.1756005,3.3660614,3.374282
81,0,0,1.0,2.5194016,2.7846534,2.7936044
82,0,0,1.0,1.6684723,1.9609398,1.9858494
83,0,0,1.0,1.9666883,2.2504735,2.2486064
84,0,0,1.0,2.519851,2.84203,2.8521514
85,0,0,1.0,3.192305,3.3960927,3.3911297
86,0,0,1.0,2.7594054,3.1125505,3.1221201
87,0,0,1.0,1.1904095,1.3051944,1.3218485
88,0,0,1.0,3.071263,3.2835956,3.2812495
89,0,0,1.0,2.7698884,3.022931,3.0350993
90,0,0,1.0,2.53292,2.794391,2.8124132
91,0,0,1.0,3.0624466,3.3088589,3.3038428
92,0,0,1.0,1.5583062,1.7992268,1.8075315
93,0,0,1.0,1.967366,2.1726704,2.1719823
94,0,0,1.0,2.3423047,2.5943246,2.6097894
95,0,0,1.0,3.0529673,3.2147002,3.2491815
96,0,0,1.0,2.676683,2.9887772,2.9817662
97,0,0,1.0,3.580972,3.8542254,3.859637
98,0,0,1.0,2.6527896,2.8400087,2.8324835
99,0,0,1.0,1.8852134,2.287712,2.2891953
100,1,1,1.0,3.5899286,3.842068,3.8566103
101,1,1,1.0,3.0571833,3.2339053,3.2353501
102,1,1,1.0,2.5934095,2.841438,2.8357546
103,1,1,1.0,4.6961513,4.856625,4.8556643
104,1,1,1.0,2.1765008,2.4159539,2.4181976
105,1,1,1.0,0.65756404,0.7164582,0.74994284
106,1,1,1.0,3.1644697,3.425371,3.423506
107,1,1,1.0,4.4828496,4.589187,4.5839496
108,1,1,1.0,2.5819428,2.787094,2.7983358
109,1,1,1.0,1.7300357,1.911019,1.9161563
110,1,1,1.0,1.318494,1.5208464,1.5282211
111,1,1,1.0,1.9758601,2.2032654,2.2027097
112,1,1,1.0,1.5848691,1.8500406,1.8580363
113,1,1,1.0,4.082399,4.2540746,4.258347
114,1,1,1.0,3.3706007,3.5631046,3.5717814
115,1,1,1.0,2.4792638,2.727999,2.7525437
116,1,1,1.0,2.2478561,2.4550052,2.4457355
117,1,1,1.0,1.303155,1.4239857,1.4421749
118,1,1,1.0,2.6486118,2.8329668,2.8371012
119,1,1,1.0,3.0684028,3.3478634,3.3544953
120,1,1,1.0,2.7647913,2.9650328,2.9685028
121,1,1,1.0,1.5202212,1.720017,1.7235887
122,1,1,1.0,5.0938644,5.1780334,5.1788654
123,1,1,1.0,3.0930235,3.3131077,3.3213964
124,1,1,1.0,1.0736532,1.2258517,1.2303308
125,1,1,1.0,4.301655,4.459414,4.5005913
126,1,1,1.0,2.5063756,2.744827,2.7526665
127,1,1,1.0,0.3972003,0.46565866,0.50359225
128,1,1,1.0,3.9556043,4.201798,4.181388
129,1,1,1.0,1.0371747,1.113439,1.1350459
130,1,1,1.0,0.8062318,0.98416835,0.989639
131,1,1,1.0,1.6211451,1.7913066,1.7924235
132,1,1,1.0,1.3877234,1.5789822,1.5884862
133,1,1,1.0,2.9941134,3.224555,3.22335
134,1,1,1.0,2.8350856,2.9933286,2.9879954
135,1,1,1.0,5.146422,5.2383327,5.241684
136,1,1,1.0,2.0822995,2.3425815,2.3395286
137,1,1,1.0,0.16074619,0.18600541,0.3179931
138,1,1,1.0,2.0630913,2.3178465,2.3227844
139,1,1,1.0,2.1893058,2.442985,2.4410188
140,1,1,1.0,2.5149705,2.716035,2.7289844
141,1,1,1.0,0.6378732,0.6923099,0.73593605
142,1,1,1.0,3.0778458,3.244157,3.2481945
143,1,1,1.0,1.8801842,2.0845988,2.0892243
144,1,1,1.0,2.9886904,3.1847923,3.1839025
145,1,1,1.0,1.0903792,1.1636431,1.1778487
146,1,1,1.0,2.6319494,2.8602455,2.8620782
147,1,1,1.0,1.4697373,1.6894436,1.7064837
148,1,1,1.0,1.0986967,1.2711767,1.2741312
149,1,1,1.0,3.16392,3.3350508,3.3330595
150,1,1,1.0,2.2874284,2.5195956,2.5146077
151,1,1,1.0,3.8951888,4.143046,4.128592
152,1,1,1.0,2.5589886,2.7632632,2.765571
153,1,1,1.0,2.4172764,2.6037157,2.5963542
154,1,1,1.0,3.3452652,3.515616,3.522126
155,1,1,1.0,2.5958376,2.7934394,2.7836466
156,1,1,1.0,2.8045409,3.05945,3.1037815
157,1,1,1.0,2.5276246,2.7687151,2.7784982
158,1,1,1.0,2.8205082,2.994779,3.0006375
159,1,1,1.0,1.323669,1.4330217,1.438401
160,1,1,1.0,5.1935687,5.289335,5.286065
161,1,1,1.0,3.1579797,3.344402,3.3410964
162,1,1,1.0,1.4219544,1.5634047,1.5643312
163,1,1,1.0,1.4076016,1.5629658,1.5662973
164,1,1,1.0,1.8578347,2.0471969,2.0540543
165,1,1,1.0,1.4920775,1.7102815,1.7189077
166,1,1,1.0,4.710832,4.80724,4.802781
167,1,1,1.0,2.6145113,2.8222024,2.9069364
168,1,1,1.0,3.1469164,3.3759782,3.3876257
169,1,1,1.0,3.3091755,3.531791,3.5442724
170,1,1,1.0,1.9817564,2.126771,2.132143
171,1,1,1.0,2.07064,2.2345488,2.2380776
172,1,1,1.0,3.3022742,3.4481566,3.4462297
173,1,1,1.0,2.0588908,2.2913485,2.2922034
174,1,1,1.0,2.5462089,2.733318,2.7372472
175,1,1,1.0,5.078445,5.158875,5.1529527
176,1,1,1.0,1.3766302,1.5776689,1.6410507
177,1,1,1.0,1.016979,1.2970753,1.3496903
178,1,1,1.0,2.3177934,2.5127933,2.5155842
179,1,1,1.0,2.1990418,2.3938441,2.4179425
180,1,1,1.0,2.6199417,2.8346183,2.8464608
181,1,1,1.0,3.8149915,3.9603515,3.9655025
182,1,1,1.0,3.5927403,3.7565124,3.7612207
183,1,1,1.0,1.5149337,1.7838409,1.7939105
184,1,1,1.0,5.1710377,5.2496824,5.2528586
185,1,1,1.0,1.781759,2.1042287,2.1942961
186,1,1,1.0,1.866461,2.0290763,2.0275176
187,1,1,1.0,2.208784,2.4223301,2.426576
188,1,1,1.0,3.7235832,4.030886,4.035253
189,1,1,1.0,2.8093302,3.018736,3.0070086
190,1,1,1.0,4.0937514,4.38027,4.3856273
191,1,1,1.0,1.4723005,1.7856591,1.8034233
192,1,1,1.0,2.0650513,2.1848896,2.1892908
193,1,1,1.0,3.3415954,3.5405233,3.566538
194,1,1,1.0,1.7527941,1.9176443,1.9172947
195,1,1,1.0,1.8416048,1.9734784,1.9772251
196,1,1,1.0,1.6444442,1.871136,1.8736455
197,1,1,1.0,2.292389,2.4947712,2.51543
198,1,1,1.0,1.6855015,1.9165615,1.9438791
199,1,1,1.0,2.0441535,2.1586676,2.1547966
