Index,Label_GT,Predicted_Label,Lipschitz_Constant,Robust_Epsilon,Adv_Epsilon_AA,Adv_Epsilon_PGD
69,0,0,1.0,1.7592355,1.9886564,1.9984028
70,0,0,1.0,4.0550966,4.191362,4.1965656
71,0,0,1.0,3.9985213,4.1754727,4.17798
72,0,0,1.0,0.78731954,0.908792,0.9295048
73,0,0,1.0,1.7515779,2.3556137,2.3643935
74,0,0,1.0,2.6103318,2.7625034,2.767906
75,0,0,1.0,3.9422345,4.122184,4.1082993
76,0,0,1.0,3.381176,3.613747,3.6141288
77,0,0,1.0,2.0324755,2.210811,2.2092247
78,0,0,1.0,3.394955,3.6880064,3.6846645
79,0,0,1.0,3.1818206,3.472141,3.4766552
80,0,0,1.0,4.0549498,4.239483,4.238802
81,0,0,1.0,3.5581093,3.734431,3.7350657
82,0,0,1.0,3.1470542,3.4076443,3.4056242
83,0,0,1.0,3.1013298,3.478723,3.4897482
84,0,0,1.0,3.4416118,3.9616601,3.9645128
85,0,0,1.0,4.133759,4.259637,4.2484784
86,0,0,1.0,3.7416282,3.9976902,3.962317
87,0,0,1.0,1.3474722,1.4585503,1.4725097
88,0,0,1.0,4.284416,4.4141417,4.4125032
89,0,0,1.0,3.603897,3.8085253,3.8115928
90,0,0,1.0,3.4278827,3.7931156,3.7961707
91,0,0,1.0,4.1112366,4.2245455,4.2320595
92,0,0,1.0,2.4180002,2.7796874,2.7826397
93,0,0,1.0,2.736336,2.9222684,2.926349
94,0,0,1.0,3.3828468,3.641917,3.6549723
95,0,0,1.0,3.2827682,3.46141,3.4536288
96,0,0,1.0,3.8897657,4.2549667,4.2385707
97,0,0,1.0,3.8754435,4.0916533,4.0971394
98,0,0,1.0,3.4781342,3.7037249,3.7125537
99,0,0,1.0,3.4310832,3.8088307,3.8188775
100,1,0,1.0,3.5752487,3.5952928,3.5945706
101,1,0,1.0,3.2316537,3.3155386,3.320575
102,1,0,1.0,2.78147,2.886217,2.8752966
103,1,0,1.0,4.918371,5.057792,5.0626044
104,1,0,1.0,2.7872908,2.8260312,2.8281326
105,1,0,1.0,1.1270375,1.1713239,1.168543
106,1,0,1.0,3.9001026,4.1165047,4.119579
107,1,0,1.0,4.5482116,4.739944,4.7662597
108,1,0,1.0,2.9653397,3.0353072,3.0358045
109,1,0,1.0,2.2264576,2.3447335,2.3736746
110,1,0,1.0,1.563031,1.6388929,1.6408896
111,1,0,1.0,2.2416213,2.3099167,2.3116748
112,1,0,1.0,1.8870171,1.964966,1.9659877
113,1,0,1.0,4.9178357,5.0132856,4.9923882
114,1,0,1.0,3.400419,3.4885619,3.4998336
115,1,0,1.0,3.6197298,3.694518,3.6892617
116,1,0,1.0,2.651402,2.7300785,2.7242098
117,1,0,1.0,1.4205012,1.4893486,1.489312
118,1,0,1.0,4.2842946,4.335409,4.3360963
119,1,0,1.0,3.094035,3.3829048,3.3838413
120,1,0,1.0,2.389192,2.4784102,2.4850056
121,1,0,1.0,1.7889221,1.8926982,1.8970348
122,1,0,1.0,5.459253,5.4938025,5.4966617
123,1,0,1.0,3.7759473,3.959109,3.976112
124,1,0,1.0,2.3354645,2.5330422,2.5334778
125,1,0,1.0,3.8928332,3.9977002,3.996738
126,1,0,1.0,2.8943155,2.930815,2.924825
127,1,0,1.0,0.28521854,0.30857354,0.35881683
128,1,0,1.0,3.651595,3.7420049,3.7549515
129,1,0,1.0,1.014698,1.0607778,1.0935938
130,1,0,1.0,1.369597,1.403317,1.4043374
131,1,0,1.0,1.4284683,1.5608205,1.5645069
132,1,0,1.0,2.9529426,3.1545243,3.16434
133,1,0,1.0,2.9411721,3.1051998,3.110242
134,1,0,1.0,2.9333994,2.9960227,2.9993398
135,1,0,1.0,4.7741666,4.8902,4.906444
136,1,0,1.0,2.4759803,2.5259788,2.5272288
137,1,0,1.0,2.157699,2.2826533,2.2855756
138,1,0,1.0,2.1349354,2.2159965,2.2258432
139,1,0,1.0,2.4083288,2.6158445,2.6089547
140,1,0,1.0,0.4175756,0.43936408,0.49729317
141,1,0,1.0,3.255099,3.322708,3.3186922
142,1,0,1.0,1.7029513,1.8102249,1.8281345
143,1,0,1.0,3.4860601,3.5744128,3.577417
144,1,0,1.0,0.16954553,0.1756985,0.23627505
145,1,0,1.0,2.764726,3.0045125,3.0243354
146,1,0,1.0,1.4460939,1.5112439,1.5208108
147,1,0,1.0,0.99035347,1.0536567,1.0859954
148,1,0,1.0,3.7221549,3.8510532,3.8719409
149,1,0,1.0,2.2978098,2.4222894,2.4270525
150,1,0,1.0,3.841884,3.908228,3.912178
151,1,0,1.0,2.7451959,2.9575863,2.943579
152,1,0,1.0,2.812249,2.9448164,2.945773
153,1,0,1.0,2.9191933,3.029493,3.0345705
154,1,0,1.0,2.63887,2.7340698,2.7328947
155,1,0,1.0,3.1688223,3.4239385,3.4439886
156,1,0,1.0,2.5929148,2.6353908,2.6394377
157,1,0,1.0,4.026858,4.1031384,4.1095977
158,1,0,1.0,0.9089642,0.93092865,0.94009084
159,1,0,1.0,5.2722535,5.33684,5.353586
160,1,0,1.0,3.374299,3.4791722,3.4847953
161,1,0,1.0,1.7436011,1.9046367,1.892331
162,1,0,1.0,1.481367,1.6896118,1.6985577
163,1,0,1.0,2.9925268,3.1568382,3.1653283
164,1,0,1.0,1.2696632,1.3263488,1.3279748
165,1,0,1.0,5.0144057,5.08146,5.075428
166,1,0,1.0,2.7871456,2.866236,2.864173
167,1,0,1.0,3.150714,3.4513655,3.4582777
168,1,0,1.0,3.0338697,3.2430303,3.242672
169,1,0,1.0,2.9666874,3.1255262,3.11301
170,1,0,1.0,2.1166089,2.2243207,2.2381883
171,1,0,1.0,3.5926893,3.731478,3.7445345
172,1,0,1.0,2.3997056,2.4478538,2.4508617
173,1,0,1.0,2.6638823,2.7564745,2.750246
174,1,0,1.0,4.9800677,5.031644,5.039806
175,1,0,1.0,1.3413975,1.3936503,1.4001933
176,1,0,1.0,1.0969939,1.1570638,1.1756374
177,1,0,1.0,2.4101534,2.67149,2.6689737
178,1,0,1.0,2.181123,2.3500056,2.3502784
