Index,Label_GT,Predicted_Label,Lipschitz_Constant,Robust_Epsilon,Adv_Epsilon_AA,Adv_Epsilon_PGD
40,2,2,1.0,1.3201951,2.5971339,3.1486146
41,2,2,1.0,1.8890451,3.4326267,3.7609942
42,2,2,1.0,0.5923806,1.1714023,1.5098593
43,2,2,1.0,0.89371866,1.6441537,1.8005674
44,2,2,1.0,1.5725191,2.6833956,3.149387
45,2,2,1.0,1.0140643,1.8427111,2.119286
46,2,2,1.0,1.0067239,1.6764019,1.8249044
47,2,2,1.0,2.6533928,4.431159,4.692072
48,2,2,1.0,1.3283556,2.2367437,2.6239288
49,2,2,1.0,0.69512576,1.4922143,1.7499663
50,2,2,1.0,1.7739581,3.1537137,3.452965
51,2,2,1.0,0.5465461,1.0417509,1.1737437
52,2,2,1.0,0.8829551,1.5663217,1.8494152
53,2,2,1.0,1.2985704,2.370681,2.646168
54,2,2,1.0,0.93129903,1.813684,2.0303175
55,2,2,1.0,0.7428031,1.6740575,1.9290874
56,2,2,1.0,2.375101,3.8358433,4.2161765
57,2,2,1.0,0.47644854,1.1094358,1.400088
58,2,2,1.0,0.9786697,2.0307875,2.39896
59,2,2,1.0,1.1328952,2.271982,2.623703
60,3,3,1.0,0.23695137,0.595951,0.79209137
61,3,3,1.0,1.1074181,2.282609,2.7315426
62,3,3,1.0,0.97303784,2.0551157,2.4111485
63,3,3,1.0,0.5280243,1.2246776,1.6910726
64,3,3,1.0,1.2073185,2.3697512,2.7939634
65,3,3,1.0,1.1381608,2.2236001,2.3922544
66,3,3,1.0,0.86676323,1.6597897,2.0701418
67,3,3,1.0,0.5151364,1.1881325,1.4627911
68,3,3,1.0,1.0876391,1.9880177,2.411626
69,3,3,1.0,1.0268486,2.0840445,2.7190003
70,3,3,1.0,0.7415262,1.3459684,1.6183145
71,3,3,1.0,0.5061557,1.0613605,1.1859438
72,3,3,1.0,0.5923043,1.2715117,1.6439273
73,3,3,1.0,0.7527657,1.4797853,1.6280557
74,3,3,1.0,0.2326341,0.5961406,0.7021254
75,3,3,1.0,0.75964296,1.3653007,1.643469
76,3,3,1.0,1.0432758,2.0792341,2.6893141
77,3,3,1.0,0.69914454,1.5480207,2.106251
78,3,3,1.0,1.4415392,2.4744983,3.102291
79,3,3,1.0,0.4780199,1.1453333,1.4881618
80,4,4,1.0,1.0170556,1.6692595,1.840039
81,4,4,1.0,0.4999751,0.9939855,1.1223375
82,4,4,1.0,1.3700225,2.0669544,2.2684276
83,4,4,1.0,0.6353193,1.1456338,1.3195525
84,4,4,1.0,1.241622,1.9762949,2.16511
85,4,4,1.0,1.067071,1.7446777,1.9384643
86,4,4,1.0,0.9063398,1.4969777,1.6176627
87,4,4,1.0,1.2997429,2.1731987,2.3686461
88,4,4,1.0,1.7620652,2.7588239,3.008198
89,4,4,1.0,0.44584933,1.0644755,1.2118446
90,4,4,1.0,1.2045956,2.049646,2.2766736
91,4,4,1.0,1.4790667,2.63134,2.8082752
92,4,4,1.0,0.6657637,1.2963547,1.4711925
93,4,4,1.0,1.8871949,3.0159824,3.3808322
94,4,4,1.0,0.99884087,1.754759,2.2393084
95,4,4,1.0,0.04614626,0.12403658,0.27867433
96,4,4,1.0,0.6405111,1.171669,1.3681021
97,4,4,1.0,1.523447,2.5682921,2.8834946
98,4,4,1.0,0.49009094,0.9216862,1.2182767
99,4,4,1.0,0.88791674,1.570809,1.8237625
100,5,5,1.0,0.8322212,1.6785983,1.9104288
101,5,5,1.0,0.9415454,1.8224894,2.2471735
102,5,5,1.0,1.3536253,2.4023712,2.9152954
103,5,5,1.0,0.62165034,1.1802602,1.349562
104,5,5,1.0,1.2875919,2.2563121,2.6717958
105,5,5,1.0,0.68188435,1.3634267,1.6452183
106,5,5,1.0,0.5381401,1.1084433,1.4218582
107,5,5,1.0,1.2198807,2.0156581,2.256874
108,5,5,1.0,0.6373763,1.2066243,1.3829646
109,5,5,1.0,1.6836665,2.861,3.1493413
110,5,5,1.0,1.4742241,2.38845,2.6553097
111,5,5,1.0,1.0192176,2.0987108,2.377321
112,5,5,1.0,1.5571231,2.588786,2.83096
113,5,5,1.0,0.59207654,1.2393168,1.4023191
114,5,5,1.0,1.6375947,2.8989298,3.4415135
115,5,5,1.0,1.7704338,3.0090303,3.2567704
116,5,5,1.0,0.97019607,1.8686416,2.1517055
117,5,5,1.0,0.6323898,1.2102869,1.4410158
118,5,5,1.0,0.8662082,1.8213814,2.0598772
119,5,5,1.0,0.6130626,1.1628741,1.3685154
120,6,6,1.0,0.7549927,1.44556,1.7905914
121,6,6,1.0,0.95410156,1.8746135,2.271285
122,6,6,1.0,0.6092905,1.3365773,1.8280747
123,6,6,1.0,1.1333976,2.016371,2.2881489
124,6,6,1.0,1.0325332,2.1197498,2.2852924
125,6,6,1.0,0.44122407,0.80552113,1.0693336
126,6,6,1.0,1.4980654,2.6518228,3.1952415
127,6,6,1.0,1.7015883,2.8649182,3.2685158
128,6,6,1.0,1.7440635,3.0674858,3.2720509
129,6,6,1.0,0.90171283,1.8142647,2.2191029
130,6,6,1.0,1.0139252,1.9250386,2.1217208
131,6,6,1.0,1.6241156,2.8678827,3.1993985
132,6,6,1.0,1.6055588,2.8663113,3.144533
133,6,6,1.0,1.6734353,2.6989517,3.241708
134,6,6,1.0,1.7438087,2.5924587,3.2344837
135,6,6,1.0,1.0382713,2.0360744,2.3285112
136,6,6,1.0,1.381494,2.4118056,2.8630056
137,6,6,1.0,1.6227434,2.4273696,2.7833328
138,6,6,1.0,0.75883424,1.4157921,1.7674338
139,6,6,1.0,1.1933185,2.3720763,2.7335925
140,7,7,1.0,1.7658517,2.849773,3.277868
141,7,7,1.0,1.635225,2.8313637,3.158525
142,7,7,1.0,1.2309883,2.2669492,2.5380962
143,7,7,1.0,1.0946872,1.7540098,2.0222795
144,7,7,1.0,1.2998644,2.024551,2.1999779
145,7,7,1.0,0.8492112,1.5258323,1.7920951
146,7,7,1.0,1.3725414,2.4457815,2.5308094
147,7,7,1.0,0.7780221,1.5134025,1.7955673
148,7,7,1.0,1.5937709,2.8757894,3.1670802
149,7,7,1.0,0.7604463,1.3497009,1.5681549
150,7,7,1.0,1.1754023,2.3777227,2.6935492
151,7,7,1.0,0.22192323,0.48247308,0.6144965
152,7,7,1.0,1.0058881,1.7629606,1.9723322
153,7,7,1.0,1.4999603,2.650274,2.9191203
154,7,7,1.0,0.38673306,0.79732054,0.8882316
155,7,7,1.0,0.3342961,0.59241825,0.7145568
156,7,7,1.0,0.6595011,1.2170541,1.4011307
157,7,7,1.0,1.0399052,1.8515445,2.0713847
158,7,7,1.0,0.7766027,1.4835116,1.8044397
159,7,7,1.0,0.45925528,0.85383296,0.95547515
160,8,8,1.0,0.6254726,1.2142799,1.4905167
161,8,8,1.0,0.61855346,1.5341048,2.1351032
162,8,8,1.0,0.6106297,1.2723935,1.4624261
163,8,8,1.0,1.2504936,2.514803,2.9504254
164,8,8,1.0,1.0993682,2.2796338,2.7109795
165,8,8,1.0,1.0333012,2.3158612,2.5514557
166,8,8,1.0,0.5206351,1.5339242,1.8502355
167,8,8,1.0,0.7447351,1.5274868,1.840064
168,8,8,1.0,0.9064003,2.0104134,2.7347314
169,8,8,1.0,0.90663266,1.9649951,2.3704097
170,8,8,1.0,0.62520504,1.6398648,2.1488132
171,8,8,1.0,0.34442455,0.66675997,0.815677
172,8,8,1.0,0.6410631,1.6887614,1.9953581
173,8,8,1.0,0.44954053,1.1267124,1.4898754
174,8,8,1.0,0.9034729,1.8443255,2.0834136
175,8,8,1.0,0.1906815,0.38655543,0.5408448
176,8,8,1.0,0.6055285,1.381674,1.707709
177,8,8,1.0,0.90704787,1.9607867,2.394056
178,8,8,1.0,0.27133235,0.73674583,0.96370226
179,8,8,1.0,0.6087771,1.2074916,1.3413192
180,9,9,1.0,0.2421511,0.6130144,0.7749388
181,9,9,1.0,0.3885435,0.71253157,0.8976419
182,9,9,1.0,0.73002285,1.1962098,1.5095773
183,9,9,1.0,0.7529877,1.2893691,1.7282465
184,9,9,1.0,0.56319886,1.1938759,1.7126888
185,9,9,1.0,0.8180464,1.4122053,1.5893214
186,9,9,1.0,0.22576195,0.515112,0.7764709
187,9,9,1.0,0.24790922,0.60886174,0.7503588
188,9,9,1.0,0.16099162,0.45517507,0.5850802
189,9,9,1.0,0.08789857,0.18006669,0.34579265
190,9,9,1.0,1.1097231,2.1371248,3.2000453
191,9,9,1.0,0.3961859,1.0492779,1.2102453
192,9,9,1.0,0.94273156,1.5629911,1.9885517
193,9,9,1.0,0.57433975,1.2941587,1.5375798
194,9,9,1.0,0.96088016,1.6826351,1.9782822
195,9,9,1.0,0.49042696,0.8957786,1.1974297
196,9,9,1.0,0.48351294,1.0544723,1.4857093
197,9,9,1.0,0.7251149,1.4102192,2.0279307
198,9,9,1.0,0.47067913,1.1468782,1.3217167
199,9,9,1.0,0.48876557,1.0953003,1.3250451
