Index,Label_GT,Predicted_Label,Lipschitz_Constant,Robust_Epsilon,Adv_Epsilon_AA,Adv_Epsilon_PGD
83,0,0,1.0,2.8157942,3.0299492,3.035021
84,0,0,1.0,3.4232616,3.7177012,3.718259
85,0,0,1.0,4.1006613,4.1962776,4.198162
86,0,0,1.0,3.8086588,4.0012746,3.9629025
87,0,0,1.0,1.5192771,1.6635354,1.6740465
88,0,0,1.0,4.2509637,4.3866277,4.386747
89,0,0,1.0,3.9068732,4.0175085,4.0171614
90,0,0,1.0,3.3085961,3.5864534,3.5784795
91,0,0,1.0,4.099228,4.1833763,4.1889744
92,0,0,1.0,2.6656585,2.8228085,2.8443043
93,0,0,1.0,2.7969055,2.9723651,2.9766407
94,0,0,1.0,3.44762,3.615516,3.6149764
95,0,0,1.0,3.2794335,3.503456,3.5015397
96,0,0,1.0,3.4867642,3.7208796,3.7138965
97,0,0,1.0,3.5863066,3.7987397,3.7870038
98,0,0,1.0,3.440986,3.6084385,3.6180947
99,0,0,1.0,3.1164534,3.4798121,3.544417
100,1,0,1.0,3.882173,3.9230886,3.9253871
101,1,0,1.0,3.5028238,3.6332371,3.625534
102,1,0,1.0,3.0204058,3.1144652,3.1175265
103,1,0,1.0,4.6683445,4.937813,4.95744
104,1,0,1.0,2.8407345,2.9156067,2.9165287
105,1,0,1.0,1.1472061,1.1974711,1.1979681
106,1,0,1.0,4.1363454,4.352837,4.374231
107,1,0,1.0,4.9316916,5.0548983,5.0632663
108,1,0,1.0,2.9387205,3.0540297,3.059
109,1,0,1.0,2.3268018,2.5137708,2.5075479
110,1,0,1.0,1.8061463,1.9148344,1.9149488
111,1,0,1.0,2.500974,2.5803905,2.6053193
112,1,0,1.0,2.1065397,2.2344186,2.2334416
113,1,0,1.0,5.1509056,5.264845,5.261005
114,1,0,1.0,3.3446636,3.4814687,3.493089
115,1,0,1.0,3.7330685,3.8968892,3.8918006
116,1,0,1.0,2.6493263,2.745026,2.7473476
117,1,0,1.0,1.760679,1.823672,1.8299716
118,1,0,1.0,4.090559,4.2148085,4.2318525
119,1,0,1.0,3.4079285,3.687235,3.6900492
120,1,0,1.0,2.8170886,2.8997366,2.9032254
121,1,0,1.0,2.0398002,2.1112354,2.1119156
122,1,0,1.0,5.6424656,5.720473,5.7381735
123,1,0,1.0,4.148096,4.3619413,4.3443108
124,1,0,1.0,2.3461285,2.5724125,2.5711627
125,1,0,1.0,4.15304,4.2835736,4.2932887
126,1,0,1.0,3.2165706,3.2523546,3.2499547
127,1,0,1.0,0.47238368,0.5221194,0.5630082
128,1,0,1.0,4.2003794,4.3059015,4.315679
129,1,0,1.0,1.3987978,1.4568352,1.4593687
130,1,0,1.0,1.4025605,1.4725376,1.4785267
131,1,0,1.0,2.0295234,2.209434,2.2073808
132,1,0,1.0,2.8283029,3.0301743,3.0401576
133,1,0,1.0,3.1973922,3.3670003,3.3743715
134,1,0,1.0,3.24334,3.3532577,3.3578398
135,1,0,1.0,4.932761,5.1543345,5.153471
136,1,0,1.0,2.8833458,2.9467382,2.9495606
137,1,0,1.0,2.686294,2.8195543,2.8146243
138,1,0,1.0,2.2691522,2.3807862,2.386082
139,1,0,1.0,2.6756377,2.9171565,2.9173474
140,1,0,1.0,0.72197866,0.75885725,0.7712634
141,1,0,1.0,3.301584,3.4277809,3.423475
142,1,0,1.0,2.0989318,2.2600045,2.2488236
143,1,0,1.0,3.8006291,3.9764833,3.9946408
144,1,0,1.0,0.5721531,0.6048138,0.6513715
145,1,0,1.0,3.1918197,3.4400833,3.4363809
146,1,0,1.0,1.8908153,2.002064,2.0073175
147,1,0,1.0,1.3906953,1.4823166,1.4889785
148,1,0,1.0,3.8481157,4.0251217,4.0287824
149,1,0,1.0,2.6350975,2.7648017,2.7743952
150,1,0,1.0,3.9674382,4.143379,4.1398573
151,1,0,1.0,2.7610865,3.097507,3.1030526
152,1,0,1.0,3.058025,3.2410855,3.238135
153,1,0,1.0,3.0984583,3.2341728,3.2640674
154,1,0,1.0,2.9135394,3.0008595,3.0001996
155,1,0,1.0,3.7871127,4.0442486,4.039904
156,1,0,1.0,2.815752,2.8772104,2.8794568
157,1,0,1.0,4.1828628,4.295496,4.299666
158,1,0,1.0,0.75987816,0.8140729,0.8162158
159,1,0,1.0,5.345654,5.4300485,5.458628
160,1,0,1.0,3.4369848,3.5839815,3.5813212
161,1,0,1.0,1.9767256,2.132405,2.1335661
162,1,0,1.0,1.546792,1.8000789,1.8211098
163,1,0,1.0,3.095503,3.2668116,3.2724435
164,1,0,1.0,1.3459849,1.4977374,1.4936593
165,1,0,1.0,5.1626253,5.2545276,5.325111
166,1,0,1.0,3.1827326,3.2513628,3.2457445
167,1,0,1.0,3.5638618,3.8935301,3.8777497
168,1,0,1.0,3.454602,3.584533,3.5975327
169,1,0,1.0,3.024512,3.1955686,3.1980598
170,1,0,1.0,2.5789835,2.7950373,2.7928088
171,1,0,1.0,3.3091233,3.5653808,3.5899365
172,1,0,1.0,2.6023378,2.6780496,2.678915
173,1,0,1.0,3.0662155,3.13508,3.139732
174,1,0,1.0,5.1788487,5.2853165,5.3029747
175,1,0,1.0,1.784524,1.8891461,1.8944756
176,1,0,1.0,1.3686057,1.4295385,1.433978
177,1,0,1.0,2.7590432,2.9796088,2.9873695
178,1,0,1.0,2.3439436,2.5589347,2.5656376
179,1,0,1.0,3.0136008,3.2090168,3.2138004
180,1,0,1.0,4.81742,4.952367,4.927835
181,1,0,1.0,3.7315187,3.8552659,3.8508434
182,1,0,1.0,2.0651522,2.1610851,2.1722612
183,1,0,1.0,5.2226286,5.3514175,5.4374137
184,1,0,1.0,2.326192,2.42264,2.419947
185,1,0,1.0,3.0706677,3.201346,3.2086856
186,1,0,1.0,2.6176016,2.7745953,2.7819686
187,1,0,1.0,4.624235,4.877377,4.8985815
188,1,0,1.0,3.4226425,3.6390352,3.6339643
189,1,0,1.0,4.980335,5.1430764,5.138253
190,1,0,1.0,2.1795552,2.259968,2.2639484
191,1,0,1.0,2.325161,2.4601512,2.464941
192,1,0,1.0,3.6233838,3.7534485,3.7504923
193,1,0,1.0,1.7798479,1.8640695,1.8727645
194,1,0,1.0,2.2657592,2.3491137,2.3663156
195,1,0,1.0,2.242783,2.3410053,2.3404317
196,1,0,1.0,2.6466095,2.9794004,3.001235
197,1,0,1.0,2.2214959,2.3132324,2.317976
198,1,0,1.0,2.2492137,2.2839491,2.2839181
199,1,0,1.0,4.7899523,4.8861055,4.8888474
